user_external_id,username,firstname,lastname,email,company_shortname,department_shortname,role_key,password
UNI_STU_029,nbu.student029,Student,029,nbu.student029@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_030,nbu.student030,Student,030,nbu.student030@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_031,nbu.student031,Student,031,nbu.student031@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_032,nbu.student032,Student,032,nbu.student032@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_033,nbu.student033,Student,033,nbu.student033@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_034,nbu.student034,Student,034,nbu.student034@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_035,nbu.student035,Student,035,nbu.student035@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_036,nbu.student036,Student,036,nbu.student036@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_037,nbu.student037,Student,037,nbu.student037@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_038,nbu.student038,Student,038,nbu.student038@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_039,nbu.student039,Student,039,nbu.student039@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_040,nbu.student040,Student,040,nbu.student040@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_041,nbu.student041,Student,041,nbu.student041@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_042,nbu.student042,Student,042,nbu.student042@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_043,nbu.student043,Student,043,nbu.student043@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_044,nbu.student044,Student,044,nbu.student044@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_045,nbu.student045,Student,045,nbu.student045@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_046,nbu.student046,Student,046,nbu.student046@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_047,nbu.student047,Student,047,nbu.student047@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_048,nbu.student048,Student,048,nbu.student048@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_049,nbu.student049,Student,049,nbu.student049@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_050,nbu.student050,Student,050,nbu.student050@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_051,nbu.student051,Student,051,nbu.student051@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_052,nbu.student052,Student,052,nbu.student052@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_053,nbu.student053,Student,053,nbu.student053@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_054,nbu.student054,Student,054,nbu.student054@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_055,nbu.student055,Student,055,nbu.student055@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_056,nbu.student056,Student,056,nbu.student056@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_057,nbu.student057,Student,057,nbu.student057@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_058,nbu.student058,Student,058,nbu.student058@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_059,nbu.student059,Student,059,nbu.student059@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_060,nbu.student060,Student,060,nbu.student060@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_061,nbu.student061,Student,061,nbu.student061@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_062,nbu.student062,Student,062,nbu.student062@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_063,nbu.student063,Student,063,nbu.student063@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_064,nbu.student064,Student,064,nbu.student064@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_065,nbu.student065,Student,065,nbu.student065@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_066,nbu.student066,Student,066,nbu.student066@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_067,nbu.student067,Student,067,nbu.student067@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_068,nbu.student068,Student,068,nbu.student068@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_069,nbu.student069,Student,069,nbu.student069@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_070,nbu.student070,Student,070,nbu.student070@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_071,nbu.student071,Student,071,nbu.student071@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_072,nbu.student072,Student,072,nbu.student072@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_073,nbu.student073,Student,073,nbu.student073@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_074,nbu.student074,Student,074,nbu.student074@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_075,nbu.student075,Student,075,nbu.student075@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_076,nbu.student076,Student,076,nbu.student076@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_077,nbu.student077,Student,077,nbu.student077@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_078,nbu.student078,Student,078,nbu.student078@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_079,nbu.student079,Student,079,nbu.student079@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_080,nbu.student080,Student,080,nbu.student080@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_081,nbu.student081,Student,081,nbu.student081@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_082,nbu.student082,Student,082,nbu.student082@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_083,nbu.student083,Student,083,nbu.student083@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_084,nbu.student084,Student,084,nbu.student084@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_085,nbu.student085,Student,085,nbu.student085@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_086,nbu.student086,Student,086,nbu.student086@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_087,nbu.student087,Student,087,nbu.student087@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_088,nbu.student088,Student,088,nbu.student088@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_089,nbu.student089,Student,089,nbu.student089@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_090,nbu.student090,Student,090,nbu.student090@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_091,nbu.student091,Student,091,nbu.student091@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_092,nbu.student092,Student,092,nbu.student092@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_093,nbu.student093,Student,093,nbu.student093@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_094,nbu.student094,Student,094,nbu.student094@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_095,nbu.student095,Student,095,nbu.student095@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_096,nbu.student096,Student,096,nbu.student096@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
UNI_STU_097,nbu.student097,Student,097,nbu.student097@example.local,NBU_ENGINEERING,NBU_CSE,student_learner,
UNI_STU_098,nbu.student098,Student,098,nbu.student098@example.local,NBU_ENGINEERING,NBU_ECE,student_learner,
UNI_STU_099,nbu.student099,Student,099,nbu.student099@example.local,NBU_ENGINEERING,NBU_BUSINESS,student_learner,
UNI_STU_100,nbu.student100,Student,100,nbu.student100@example.local,NBU_ENGINEERING,NBU_SCIENCE,student_learner,
