user_external_id,username,firstname,lastname,email,company_shortname,department_shortname,role_key,password
SCH_STUDENT_003,gv.student003,Learner,003,gv.student003@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_003,gv.parent003,Guardian,003,gv.parent003@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_004,gv.student004,Learner,004,gv.student004@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_004,gv.parent004,Guardian,004,gv.parent004@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_005,gv.student005,Learner,005,gv.student005@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_005,gv.parent005,Guardian,005,gv.parent005@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_006,gv.student006,Learner,006,gv.student006@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_006,gv.parent006,Guardian,006,gv.parent006@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_007,gv.student007,Learner,007,gv.student007@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_007,gv.parent007,Guardian,007,gv.parent007@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_008,gv.student008,Learner,008,gv.student008@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_008,gv.parent008,Guardian,008,gv.parent008@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_009,gv.student009,Learner,009,gv.student009@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_009,gv.parent009,Guardian,009,gv.parent009@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_010,gv.student010,Learner,010,gv.student010@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_010,gv.parent010,Guardian,010,gv.parent010@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_011,gv.student011,Learner,011,gv.student011@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_011,gv.parent011,Guardian,011,gv.parent011@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_012,gv.student012,Learner,012,gv.student012@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_012,gv.parent012,Guardian,012,gv.parent012@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_013,gv.student013,Learner,013,gv.student013@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_013,gv.parent013,Guardian,013,gv.parent013@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_014,gv.student014,Learner,014,gv.student014@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_014,gv.parent014,Guardian,014,gv.parent014@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_015,gv.student015,Learner,015,gv.student015@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_015,gv.parent015,Guardian,015,gv.parent015@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_016,gv.student016,Learner,016,gv.student016@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_016,gv.parent016,Guardian,016,gv.parent016@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_017,gv.student017,Learner,017,gv.student017@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_017,gv.parent017,Guardian,017,gv.parent017@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_018,gv.student018,Learner,018,gv.student018@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_018,gv.parent018,Guardian,018,gv.parent018@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_019,gv.student019,Learner,019,gv.student019@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_019,gv.parent019,Guardian,019,gv.parent019@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_020,gv.student020,Learner,020,gv.student020@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_020,gv.parent020,Guardian,020,gv.parent020@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_021,gv.student021,Learner,021,gv.student021@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_021,gv.parent021,Guardian,021,gv.parent021@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_022,gv.student022,Learner,022,gv.student022@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_022,gv.parent022,Guardian,022,gv.parent022@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_023,gv.student023,Learner,023,gv.student023@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_023,gv.parent023,Guardian,023,gv.parent023@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_024,gv.student024,Learner,024,gv.student024@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_024,gv.parent024,Guardian,024,gv.parent024@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_025,gv.student025,Learner,025,gv.student025@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_025,gv.parent025,Guardian,025,gv.parent025@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_026,gv.student026,Learner,026,gv.student026@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_026,gv.parent026,Guardian,026,gv.parent026@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_027,gv.student027,Learner,027,gv.student027@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_027,gv.parent027,Guardian,027,gv.parent027@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_028,gv.student028,Learner,028,gv.student028@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_028,gv.parent028,Guardian,028,gv.parent028@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_029,gv.student029,Learner,029,gv.student029@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_029,gv.parent029,Guardian,029,gv.parent029@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_030,gv.student030,Learner,030,gv.student030@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_030,gv.parent030,Guardian,030,gv.parent030@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_031,gv.student031,Learner,031,gv.student031@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_031,gv.parent031,Guardian,031,gv.parent031@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_032,gv.student032,Learner,032,gv.student032@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_032,gv.parent032,Guardian,032,gv.parent032@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_033,gv.student033,Learner,033,gv.student033@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_033,gv.parent033,Guardian,033,gv.parent033@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_034,gv.student034,Learner,034,gv.student034@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_034,gv.parent034,Guardian,034,gv.parent034@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_035,gv.student035,Learner,035,gv.student035@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_035,gv.parent035,Guardian,035,gv.parent035@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_036,gv.student036,Learner,036,gv.student036@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_036,gv.parent036,Guardian,036,gv.parent036@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_037,gv.student037,Learner,037,gv.student037@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_037,gv.parent037,Guardian,037,gv.parent037@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_038,gv.student038,Learner,038,gv.student038@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_038,gv.parent038,Guardian,038,gv.parent038@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_039,gv.student039,Learner,039,gv.student039@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_039,gv.parent039,Guardian,039,gv.parent039@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_040,gv.student040,Learner,040,gv.student040@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_040,gv.parent040,Guardian,040,gv.parent040@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_041,gv.student041,Learner,041,gv.student041@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_041,gv.parent041,Guardian,041,gv.parent041@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_042,gv.student042,Learner,042,gv.student042@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_042,gv.parent042,Guardian,042,gv.parent042@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_043,gv.student043,Learner,043,gv.student043@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_043,gv.parent043,Guardian,043,gv.parent043@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_044,gv.student044,Learner,044,gv.student044@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_044,gv.parent044,Guardian,044,gv.parent044@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_045,gv.student045,Learner,045,gv.student045@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_045,gv.parent045,Guardian,045,gv.parent045@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_046,gv.student046,Learner,046,gv.student046@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_046,gv.parent046,Guardian,046,gv.parent046@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_047,gv.student047,Learner,047,gv.student047@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_047,gv.parent047,Guardian,047,gv.parent047@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_048,gv.student048,Learner,048,gv.student048@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_048,gv.parent048,Guardian,048,gv.parent048@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_049,gv.student049,Learner,049,gv.student049@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_049,gv.parent049,Guardian,049,gv.parent049@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_050,gv.student050,Learner,050,gv.student050@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_050,gv.parent050,Guardian,050,gv.parent050@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_051,gv.student051,Learner,051,gv.student051@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_051,gv.parent051,Guardian,051,gv.parent051@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_052,gv.student052,Learner,052,gv.student052@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_052,gv.parent052,Guardian,052,gv.parent052@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_053,gv.student053,Learner,053,gv.student053@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_053,gv.parent053,Guardian,053,gv.parent053@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_054,gv.student054,Learner,054,gv.student054@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_054,gv.parent054,Guardian,054,gv.parent054@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_055,gv.student055,Learner,055,gv.student055@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_055,gv.parent055,Guardian,055,gv.parent055@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_056,gv.student056,Learner,056,gv.student056@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_056,gv.parent056,Guardian,056,gv.parent056@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_057,gv.student057,Learner,057,gv.student057@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_057,gv.parent057,Guardian,057,gv.parent057@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_058,gv.student058,Learner,058,gv.student058@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_058,gv.parent058,Guardian,058,gv.parent058@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_059,gv.student059,Learner,059,gv.student059@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_059,gv.parent059,Guardian,059,gv.parent059@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_060,gv.student060,Learner,060,gv.student060@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_060,gv.parent060,Guardian,060,gv.parent060@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_061,gv.student061,Learner,061,gv.student061@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_061,gv.parent061,Guardian,061,gv.parent061@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_062,gv.student062,Learner,062,gv.student062@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_062,gv.parent062,Guardian,062,gv.parent062@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_063,gv.student063,Learner,063,gv.student063@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_063,gv.parent063,Guardian,063,gv.parent063@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_064,gv.student064,Learner,064,gv.student064@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_064,gv.parent064,Guardian,064,gv.parent064@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_065,gv.student065,Learner,065,gv.student065@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_065,gv.parent065,Guardian,065,gv.parent065@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_066,gv.student066,Learner,066,gv.student066@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_066,gv.parent066,Guardian,066,gv.parent066@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_067,gv.student067,Learner,067,gv.student067@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_067,gv.parent067,Guardian,067,gv.parent067@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_068,gv.student068,Learner,068,gv.student068@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_068,gv.parent068,Guardian,068,gv.parent068@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_069,gv.student069,Learner,069,gv.student069@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_069,gv.parent069,Guardian,069,gv.parent069@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_070,gv.student070,Learner,070,gv.student070@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_070,gv.parent070,Guardian,070,gv.parent070@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_071,gv.student071,Learner,071,gv.student071@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_071,gv.parent071,Guardian,071,gv.parent071@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_072,gv.student072,Learner,072,gv.student072@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_072,gv.parent072,Guardian,072,gv.parent072@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_073,gv.student073,Learner,073,gv.student073@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_073,gv.parent073,Guardian,073,gv.parent073@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_074,gv.student074,Learner,074,gv.student074@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_074,gv.parent074,Guardian,074,gv.parent074@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_075,gv.student075,Learner,075,gv.student075@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_075,gv.parent075,Guardian,075,gv.parent075@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_076,gv.student076,Learner,076,gv.student076@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_076,gv.parent076,Guardian,076,gv.parent076@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_077,gv.student077,Learner,077,gv.student077@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_077,gv.parent077,Guardian,077,gv.parent077@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_078,gv.student078,Learner,078,gv.student078@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_078,gv.parent078,Guardian,078,gv.parent078@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_079,gv.student079,Learner,079,gv.student079@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_079,gv.parent079,Guardian,079,gv.parent079@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_080,gv.student080,Learner,080,gv.student080@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_080,gv.parent080,Guardian,080,gv.parent080@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_081,gv.student081,Learner,081,gv.student081@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_081,gv.parent081,Guardian,081,gv.parent081@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_082,gv.student082,Learner,082,gv.student082@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_082,gv.parent082,Guardian,082,gv.parent082@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_083,gv.student083,Learner,083,gv.student083@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_083,gv.parent083,Guardian,083,gv.parent083@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_084,gv.student084,Learner,084,gv.student084@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_084,gv.parent084,Guardian,084,gv.parent084@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_085,gv.student085,Learner,085,gv.student085@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_085,gv.parent085,Guardian,085,gv.parent085@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_086,gv.student086,Learner,086,gv.student086@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_086,gv.parent086,Guardian,086,gv.parent086@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_087,gv.student087,Learner,087,gv.student087@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_087,gv.parent087,Guardian,087,gv.parent087@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_088,gv.student088,Learner,088,gv.student088@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_088,gv.parent088,Guardian,088,gv.parent088@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_089,gv.student089,Learner,089,gv.student089@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_089,gv.parent089,Guardian,089,gv.parent089@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_090,gv.student090,Learner,090,gv.student090@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_090,gv.parent090,Guardian,090,gv.parent090@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_091,gv.student091,Learner,091,gv.student091@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_091,gv.parent091,Guardian,091,gv.parent091@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_092,gv.student092,Learner,092,gv.student092@example.local,GV_SCHOOL,GV_MIDDLE,student_learner,
SCH_PARENT_092,gv.parent092,Guardian,092,gv.parent092@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_093,gv.student093,Learner,093,gv.student093@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_093,gv.parent093,Guardian,093,gv.parent093@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_094,gv.student094,Learner,094,gv.student094@example.local,GV_SCHOOL,GV_SECONDARY,student_learner,
SCH_PARENT_094,gv.parent094,Guardian,094,gv.parent094@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_095,gv.student095,Learner,095,gv.student095@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_095,gv.parent095,Guardian,095,gv.parent095@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_096,gv.student096,Learner,096,gv.student096@example.local,GV_SCHOOL,GV_SENIOR,student_learner,
SCH_PARENT_096,gv.parent096,Guardian,096,gv.parent096@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_097,gv.student097,Learner,097,gv.student097@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_097,gv.parent097,Guardian,097,gv.parent097@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_098,gv.student098,Learner,098,gv.student098@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_098,gv.parent098,Guardian,098,gv.parent098@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_099,gv.student099,Learner,099,gv.student099@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_099,gv.parent099,Guardian,099,gv.parent099@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
SCH_STUDENT_100,gv.student100,Learner,100,gv.student100@example.local,GV_SCHOOL,GV_PRIMARY,student_learner,
SCH_PARENT_100,gv.parent100,Guardian,100,gv.parent100@example.local,GV_SCHOOL,GV_SUPPORT,parent_guardian,
